"Metabolite","Penalized_coeff","Beta","SE","P","P_fdr"
"LPC 17:0/0:0",-0.000605562280383299,-4.82247787201171e-05,0.0097784141098964,0.996065259289124,0.996065259289124
"TG 54:3",-0.000650886708653281,-0.0291203601468221,0.00933387584963756,0.00182065058402385,0.0710053727769303
NA,-0.000779390308864452,0.00316330955328189,0.00970549202151021,0.744492288273498,0.870698813598052
NA,-0.00041021918849865,0.00196233718669504,0.00980546147619551,0.841390257409747,0.924344226450144
NA,-0.000608931640324762,-0.00048324331768182,0.0087979496158204,0.956199203928854,0.96861737540845
NA,-0.000665606668256966,-0.0161168551141018,0.00887653381027985,0.0694867147282947,0.293915343781974
NA,-0.000589002249342568,0.00369491976472861,0.00898086177396305,0.680782995164398,0.829704275356611
NA,-3.72761675115134e-05,-0.0175135339851885,0.00959884809631858,0.0681348786720748,0.293915343781974
NA,-0.000947522459172763,-0.0119856200665881,0.00889978691349997,0.178134478982594,0.448209334214269
NA,-0.000870251662271199,0.000845748718775678,0.00936469160590029,0.928042854889921,0.96861737540845
NA,-0.00132819370156997,0.00056518929360048,0.00936650960497289,0.95188629281952,0.96861737540845
NA,-0.000940906789180762,0.00149266779191512,0.00915862849842885,0.870541922990784,0.943087083240015
NA,-0.000663311659967352,0.00643461497367189,0.0096489592934518,0.504888012454406,0.729282684656364
NA,-0.00050236922640293,0.00550871084672821,0.00966665990934004,0.568796061242913,0.784469334434061
NA,-0.00114131377174362,-0.0216085381318196,0.00962485809161187,0.0248110822980855,0.215029379916741
NA,-0.00193874560540157,-0.013086053912213,0.00879120610649638,0.136678282606975,0.396792431172881
NA,-0.00143993339828459,0.000578236681020789,0.00952364985786376,0.951588143415263,0.96861737540845
NA,-0.00152324570335081,-0.00386765715288646,0.00888752510509934,0.663453731150607,0.824308829719562
NA,-0.00136539382933866,-0.0129833986123209,0.00932304122278214,0.163804393794292,0.42589142386516
NA,-0.00110784060032561,-0.00854082597567005,0.00944840718608879,0.366073421242421,0.607526103338486
NA,-0.00137879948462211,-0.0218087658841084,0.00899586480171751,0.0153764399267243,0.171337473469213
NA,-0.000240197803887194,-0.0137356043659037,0.00924341511355185,0.137351226175228,0.396792431172881
NA,-0.00021390552679245,-0.00403941751562955,0.00911996801920316,0.657844592305701,0.824308829719562
NA,-0.00155959117855764,-0.0193272670618975,0.00980949298662488,0.0488693880188555,0.272272304676481
NA,-0.00132496836171482,-0.0113216281254945,0.00930241254651845,0.223642875980571,0.48455956462457
NA,-0.00142662861203809,-0.0153771677127293,0.00853287315497914,0.0715947632289423,0.293915343781974
NA,-0.00178246127378502,-0.0145017656530686,0.00936270661946429,0.121478577511366,0.385205051109226
NA,-0.00158262300299508,-0.0251098677847787,0.00918980290690622,0.00631238352052751,0.123091478650287
NA,-0.00130077908923136,-0.00983561046985106,0.00929680931916478,0.290131494070604,0.538815631845407
NA,-0.000588618236302407,0.006475979323235,0.00948659633368413,0.494865845176639,0.728293130637318
NA,-0.000406946983408618,-0.000782170046252207,0.00940197232489252,0.933702435621822,0.96861737540845
NA,-1.40690993681161e-05,-0.00541334515751955,0.00972460565713667,0.577784530343395,0.784469334434061
NA,-0.00196400794187277,-0.0109202980138753,0.00951741751921498,0.251275524025271,0.489987271849279
NA,0.0489674921427115,-0.00384793198704648,0.00997983037670787,0.699833032254133,0.839799638704959
NA,-0.000237146647564639,-0.00708081925808408,0.00974829224273788,0.467652313760653,0.715232950457469
NA,-0.000217322616127145,-0.0121348516973984,0.00855193234804594,0.15597959960966,0.419531336881155
NA,-0.00152368510723799,-0.00898451464473214,0.0096065138618804,0.349708122583243,0.592983338293325
NA,-0.00166824409804561,-0.014221165491129,0.00976384230950387,0.145319379357835,0.404818271068253
NA,-0.00178391089816536,-0.0224024353016229,0.00954926510796119,0.0190193271282504,0.185438439500441
NA,-0.000419998436753432,-0.0171312328729864,0.00932130286365351,0.0661479430885022,0.293915343781974
NA,-0.0018165282064211,-0.0194869483048286,0.00979910170802705,0.0467995768795637,0.272272304676481
NA,-0.00222048196775695,-0.0139537772572193,0.00905684872072296,0.123463157406803,0.385205051109226
NA,-0.000305071273506019,-0.00440153364832648,0.00924199798776412,0.633916958118912,0.824092045554585
NA,-0.00109746029595332,-0.00523574870745817,0.00980511622503273,0.593380650405251,0.784469334434061
NA,-0.00057854476100036,-0.00247898921312466,0.00885664262232781,0.779565645102463,0.88124812055061
NA,-0.000951515078655999,-0.0140028442289159,0.00897640113428426,0.118838865187685,0.385205051109226
NA,-0.000648080087859425,-0.0135302426480869,0.00869779061751894,0.119874360682815,0.385205051109226
NA,-0.00052454521555303,0.0106829160567825,0.00929220059171243,0.250342802162221,0.489987271849279
NA,-0.00119760874316817,-0.0142766209627058,0.00858808930698136,0.096507234449097,0.358455442239503
NA,-0.000349069747716323,-0.00761542670826895,0.0088460717986457,0.389348808301996,0.632691813490744
NA,-0.000448734746529557,-0.0101728026535196,0.00925895089552591,0.271957959850119,0.517383435812422
NA,-0.000202172994758331,-0.00463742119963457,0.00846053792789947,0.583634421306997,0.784469334434061
NA,-0.000122129055205456,-0.0086577688030563,0.00882797527802375,0.326784416378575,0.588492901570179
NA,-0.00172462756957152,0.00302298884404346,0.00959417971164518,0.752711498401093,0.870698813598052
NA,0.0589640144718688,0.00238092801135557,0.00989192314066885,0.80980343639674,0.902352400556368
NA,-0.00127865370291142,-0.00922400417943324,0.00965637857592445,0.339515135521257,0.588492901570179
NA,-0.00134446124614129,-0.00533626624071036,0.00937279963062309,0.569156595523766,0.784469334434061
NA,-0.000119734254267276,-0.007641434388212,0.0095807681553635,0.42515546966449,0.663242532676604
NA,-0.000811031644557836,-0.0119984543058582,0.00967179665763175,0.214832496199516,0.47876956295892
NA,-0.00134487544096872,-0.00392158953684804,0.00907850741203883,0.665787900927339,0.824308829719562
NA,-0.000322325667600949,-0.0120996057670022,0.00930418783265022,0.193513532504008,0.4573956222822
NA,-0.00102855183413576,-0.00621242412351705,0.00903190661043781,0.491594295866673,0.728293130637318
NA,-0.000485699808307828,-0.0122607265872345,0.00929077847382078,0.18701287164449,0.455843874633445
NA,-0.000686036529721795,-0.00778062058014175,0.00937250443948286,0.406495129015979,0.647073878841763
NA,-0.00120678164353211,-0.0168049103578906,0.00915320478572885,0.0664299425341899,0.293915343781974
NA,-0.000251900938898221,-0.0289269086161478,0.0105205536961629,0.00599369474806294,0.123091478650287
NA,-0.00130593375159291,-0.010180716182806,0.00859891249457977,0.236493361542008,0.485746669724227
NA,-0.00114915610326715,-0.0185030465281521,0.00934822261065493,0.0478410380710326,0.272272304676481
NA,-0.00111245010087415,-0.00268202055448392,0.00874420500103165,0.759070760572661,0.870698813598052
NA,-0.00135399791436771,-0.0103901768052991,0.00877868690480872,0.236645813455393,0.485746669724227
NA,-6.92256698084592e-05,-0.00801737679983104,0.00835403539172136,0.337256668831772,0.588492901570179
NA,-0.000913481345695194,-0.0195219924774565,0.00953040504246413,0.0405787190532104,0.272272304676481
NA,-0.000839895467297584,-0.0119310872274322,0.0093959369148766,0.204215497369659,0.46849437631863
NA,-8.72227053108201e-05,-0.0188905128003137,0.00885203243571699,0.0328931810201917,0.256566811957495
NA,-0.000152473307662182,-0.0220625139231177,0.00901549896229636,0.0144354335008051,0.171337473469213
NA,-0.000422450470044811,-0.0221241360324407,0.00885312373706714,0.0124888234233016,0.171337473469213
NA,-0.00132640124660561,-0.0343720569542844,0.00929722004060568,0.000220701774381506,0.0172147384017575
NA,-5.52438669707016e-05,-0.0127198469997327,0.00727854148278198,0.0806056016400837,0.314361846396327
